title,release_year,release_month,month_name,budget_musd,revenue_musd,predicted_revenue_musd,hit_probability_pct,risk_score,is_hit,is_flop,predicted_is_hit,is_major_studio,is_indie,studio_type,primary_genre,has_franchise,has_superhero,has_imax,director_median_revenue_musd
Bulletproof Monk,2003,3,March,52.0,,62.67,41.0,0.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Black Book,2006,9,September,21.0,26.19,21.32,11.4,60.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,148.27
Martha Marcy May Marlene,2011,10,October,,3.54,2.62,6.8,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Did You Hear About the Morgans?,2009,12,December,58.0,85.28,64.9,63.9,0.0,1,0.0,1,1,0,Major Studio,Comedy,1,0,0,119.63
Flight of the Phoenix,2004,12,December,45.0,21.01,53.26,30.7,25.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,160.61
Max,2015,6,June,20.0,43.97,41.13,18.6,40.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,88.53
The Beaver,2011,2,February,21.0,0.97,6.27,16.3,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,55.4
Unfaithful,2002,5,May,50.0,119.14,68.28,68.3,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,139.93
The Hudsucker Proxy,1994,3,March,30.0,,51.14,15.1,25.0,0,,0,1,0,Major Studio,Comedy,0,0,0,71.87
Man on Wire,2008,7,July,,2.96,4.16,5.9,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,123.73
Confessions of a Dangerous Mind,2002,12,December,30.0,33.01,51.45,19.8,25.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,81.72
The Doors,1991,3,March,38.0,34.42,55.36,28.0,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,103.64
Drillbit Taylor,2008,3,March,40.0,,69.59,38.5,0.0,0,,0,1,0,Major Studio,Comedy,1,0,0,120.45
It Happened One Night,1934,2,February,0.32,4.5,6.31,5.2,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,7.92
Grosse Pointe Blank,1997,4,April,,28.08,17.08,8.4,0.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,6.81
Oliver Twist,2005,9,September,50.0,42.09,43.35,21.5,45.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,59.94
Dark Water,2005,6,June,30.0,25.47,44.72,25.6,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,7.19
Baby's Day Out,1994,7,July,50.0,16.67,55.76,35.7,0.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,15.37
Crazy Heart,2009,12,December,7.0,39.46,16.14,8.3,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,57.12
The Grandmaster,2013,1,January,3.86,64.08,10.95,8.1,45.0,1,0.0,0,0,0,Mid-size Studio,Action,0,0,0,20.53
"Good Night, and Good Luck.",2005,9,September,7.0,54.6,5.88,6.2,45.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,76.32
The Railway Man,2013,12,December,18.0,22.31,13.55,7.7,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Second Best Exotic Marigold Hotel,2015,2,February,10.0,85.98,21.23,41.6,40.0,1,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,133.48
Freddy's Dead: The Final Nightmare,1991,9,September,11.0,34.87,37.4,13.0,35.0,0,0.0,0,1,0,Major Studio,Comedy,1,0,0,4.06
Escobar: Paradise Lost,2014,10,October,17.0,3.76,14.52,12.6,15.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Flyboys,2006,9,September,60.0,17.8,46.98,17.7,45.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,51.75
The Cold Light of Day,2012,4,April,20.0,16.86,10.41,13.7,15.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Day of the Dead,1985,7,July,3.5,34.0,16.54,4.8,0.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,25.79
Wag the Dog,1997,12,December,15.0,64.26,43.06,36.5,40.0,1,0.0,0,1,0,Major Studio,Comedy,0,0,0,130.62
I Spy,2002,10,October,70.0,33.56,60.48,38.8,0.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,368.8
Logan's Run,1976,6,June,9.0,25.0,19.66,10.0,15.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Hudson Hawk,1991,5,May,65.0,17.22,57.83,32.3,0.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,69.49
The Adventures of Sharkboy and Lavagirl,2005,6,June,50.0,69.43,56.34,71.8,0.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,69.36
The Jungle Book 2,2003,2,February,20.0,135.68,92.01,64.7,15.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,51.75
When a Stranger Calls,2006,2,February,15.0,66.97,36.22,49.0,15.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,169.03
Murder by Numbers,2002,4,April,50.0,56.71,59.46,37.0,25.0,1,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Firewall,2006,2,February,45.0,82.8,58.71,37.5,0.0,1,0.0,0,1,0,Major Studio,Other,0,0,0,41.51
Red Planet,2000,11,November,80.0,33.46,48.7,18.4,0.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,51.75
Halloween II,2009,8,August,15.0,39.42,31.23,12.1,15.0,0,0.0,0,0,0,Mid-size Studio,Other,1,0,0,9.0
The Return of the Living Dead,1985,5,May,4.0,14.24,14.16,3.4,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Spanish Apartment,2002,5,May,5.3,3.9,12.03,6.7,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Ruins,2008,4,April,8.0,,26.46,6.6,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Man Who Shot Liberty Valance,1962,4,April,3.2,8.0,6.49,5.9,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,6.0
Enough,2002,5,May,38.0,51.8,63.73,60.2,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,215.52
K-19: The Widowmaker,2002,7,July,100.0,35.17,58.44,39.4,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,87.41
Escape from the Planet of the Apes,1971,5,May,2.5,12.35,11.36,4.2,0.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,51.75
Open Range,2003,8,August,22.0,68.3,26.14,20.7,40.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,220.92
The Devil Inside,2012,1,January,1.0,101.76,69.82,22.4,20.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,45.65
Going the Distance,2010,9,September,32.0,42.05,39.4,13.9,45.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
Little Man,2006,8,August,64.0,101.6,53.72,65.5,0.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,94.57
The Boondock Saints II: All Saints Day,2009,11,November,8.0,10.63,9.99,7.7,0.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,0.03
In the Valley of Elah,2007,8,August,23.0,29.54,12.91,10.8,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,74.78
White Noise,2005,1,January,10.0,91.2,41.77,42.2,60.0,1,0.0,0,1,0,Major Studio,Other,0,0,0,23.94
Ladyhawke,1985,3,March,20.0,18.43,30.55,15.7,40.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,128.57
Ida,2013,10,October,2.16,10.7,6.42,4.4,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Million Dollar Arm,2014,5,May,25.0,38.31,38.05,15.9,25.0,0,0.0,0,1,0,Major Studio,Other,1,0,0,29.44
The Wild Bunch,1969,6,June,6.24,0.64,3.45,9.2,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,5.34
The Homesman,2014,5,May,16.0,3.44,5.45,9.2,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,12.04
The Tale of Despereaux,2008,12,December,60.0,50.88,65.81,27.0,0.0,0,1.0,0,0,0,Mid-size Studio,Animation,0,0,0,51.75
A Man Apart,2003,4,April,36.0,44.35,48.64,32.1,25.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,102.0
Winnie the Pooh,2011,4,April,30.0,14.46,37.83,20.4,0.0,0,1.0,0,1,0,Major Studio,Animation,1,0,0,51.75
Young Guns,1988,8,August,13.0,44.73,22.72,10.2,40.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,51.75
Dangerous Liaisons,1988,12,December,14.0,34.67,48.15,17.0,40.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,49.11
The Debt,2010,4,April,20.0,45.64,22.34,13.1,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,143.56
Executive Decision,1996,3,March,55.0,121.97,70.63,54.9,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,67.31
Showgirls,1995,9,September,45.0,20.35,32.48,20.7,45.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,149.73
Jersey Boys,2014,6,June,40.0,67.35,55.57,42.0,25.0,1,0.0,0,1,0,Major Studio,Other,0,0,0,128.67
The White Ribbon,2009,5,May,15.24,,33.12,12.7,40.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,13.89
Battlefield Earth,2000,5,May,44.0,21.4,14.63,11.1,0.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,51.75
The Peacemaker,1997,9,September,50.0,,52.48,22.3,20.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,98.09
Vampires,1998,4,April,20.0,,39.17,17.1,40.0,0,,0,1,0,Major Studio,Action,0,0,0,19.63
Sunshine Cleaning,2008,1,January,5.0,16.17,9.08,6.9,45.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Friday the 13th Part III,1982,8,August,4.0,36.69,37.87,7.0,0.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,39.3
The Runaways,2010,3,March,10.0,3.0,7.88,6.3,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Heartbreakers,2001,3,March,35.0,,63.24,17.2,0.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Astronaut's Wife,1999,8,August,75.0,19.6,38.25,21.1,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,51.75
Bowfinger,1999,8,August,55.0,,55.0,34.4,0.0,0,,0,1,0,Major Studio,Comedy,0,0,0,54.91
Free Birds,2013,10,October,55.0,110.0,76.29,53.8,0.0,1,0.0,1,0,0,Mid-size Studio,Animation,1,0,0,10.54
Swingers,1996,10,October,0.2,4.51,5.66,5.7,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,222.94
License to Wed,2007,7,July,35.0,69.31,45.46,58.3,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,80.34
Road House,1989,5,May,15.0,30.05,39.02,14.1,15.0,0,0.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
An Inconvenient Truth,2006,1,January,1.0,46.24,23.74,4.2,20.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,4.03
Semi-Pro,2008,2,February,,33.47,15.84,11.9,0.0,0,,0,1,0,Major Studio,Comedy,0,0,0,51.75
Session 9,2001,8,August,1.5,0.37,4.72,6.2,0.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,27.57
Dick Tracy,1990,6,June,47.0,103.74,75.09,60.1,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,34.79
Rubber,2010,7,July,0.5,0.1,0.19,4.8,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,1,0,0,51.75
Pale Rider,1985,6,June,,41.41,30.55,15.4,25.0,0,,0,1,0,Major Studio,Other,0,0,0,130.03
You Will Meet a Tall Dark Stranger,2010,5,May,22.0,,35.87,14.2,40.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,36.67
After.Life,2010,4,April,4.5,3.61,6.98,5.7,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Legend of Bagger Vance,2000,11,November,80.0,39.46,55.31,19.0,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,88.53
The Immigrant,2013,7,July,16.0,5.87,10.72,9.2,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,29.04
Fish Tank,2009,5,May,3.0,2.36,3.89,2.6,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Mystery Men,1999,8,August,68.0,29.76,31.88,20.2,0.0,0,1.0,0,1,0,Major Studio,Action,0,1,0,51.75
Monster's Ball,2001,11,November,4.0,44.91,21.47,8.4,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,227.36
Time Bandits,1981,7,July,5.0,42.37,35.19,11.9,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,45.45
Stripes,1981,6,June,10.0,85.3,51.97,47.8,15.0,1,0.0,0,0,0,Mid-size Studio,Action,0,0,0,136.68
Alfie,2004,10,October,60.0,13.4,42.12,23.6,0.0,0,1.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
The Big Year,2011,10,October,41.0,7.45,17.79,24.5,0.0,0,1.0,0,0,0,Mid-size Studio,Comedy,1,0,0,228.3
Doctor Zhivago,1965,12,December,11.0,111.86,49.3,51.4,40.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,43.49
Lake Placid,1999,7,July,27.0,56.87,32.31,47.2,0.0,1,0.0,0,0,0,Mid-size Studio,Action,0,0,0,29.21
This Is It,2009,10,October,60.0,,87.52,43.0,0.0,0,,0,1,0,Major Studio,Other,1,0,0,23.26
Getaway,2013,8,August,18.0,10.5,10.66,10.2,15.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,51.75
Gosford Park,2001,11,November,19.8,87.75,37.7,40.2,40.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Blast from the Past,1999,2,February,35.0,40.26,41.54,18.8,0.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,131.3
A Nightmare on Elm Street 5: The Dream Child,1989,8,August,8.0,22.17,31.57,13.8,0.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,71.17
How to Lose Friends & Alienate People,2008,10,October,27.0,17.29,24.78,7.1,25.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Aliens in the Attic,2009,7,July,45.0,57.88,50.86,53.9,0.0,1,0.0,1,1,0,Major Studio,Comedy,1,0,0,22.59
Kingpin,1996,7,July,27.0,25.02,24.59,18.0,0.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,131.32
Black Snake Moan,2006,12,December,15.0,10.9,16.45,10.8,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,23.56
Black Rain,1989,9,September,30.0,45.89,51.54,18.6,20.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,209.58
The Vatican Tapes,2015,7,July,13.0,1.78,4.23,9.1,15.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Promised Land,2012,9,September,15.0,8.14,10.21,17.8,60.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,95.46
The Lords of Salem,2012,9,September,1.5,1.17,2.23,4.5,20.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,28.13
Stigmata,1999,9,September,29.0,50.04,37.91,9.6,20.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Love Guru,2008,6,June,62.0,41.82,46.11,25.0,0.0,0,1.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
Joe Dirt,2001,4,April,17.7,30.99,43.51,16.5,40.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
Hart's War,2002,2,February,70.0,32.29,45.59,27.6,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,50.29
Mr. Smith Goes to Washington,1939,10,October,1.5,9.6,7.33,4.6,25.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,6.64
The Hustler,1961,9,September,2.0,7.6,7.1,4.5,45.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Pride and Glory,2008,9,September,30.0,31.15,31.59,10.2,45.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,22.55
Disaster Movie,2008,8,August,25.0,14.11,30.15,28.0,0.0,0,1.0,0,0,0,Mid-size Studio,Action,1,0,0,75.15
Half Nelson,2006,8,August,0.7,4.91,3.32,3.1,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,6.49
Playing for Keeps,2012,11,November,35.0,,50.8,18.9,0.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,237.62
Little Children,2006,10,October,26.0,14.82,31.31,11.3,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,51.75
Rumble in the Bronx,1995,1,January,7.5,32.39,25.82,6.8,20.0,0,0.0,0,1,0,Major Studio,Action,1,0,0,51.75
Queen of the Damned,2002,2,February,35.0,45.48,47.95,33.7,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,14.01
I Heart Huckabees,2004,9,September,22.0,,28.44,9.8,35.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,104.57
Arlington Road,1999,3,March,21.5,,33.56,10.2,40.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,38.94
Goal!: The Dream Begins,2005,6,June,30.0,27.61,46.83,10.1,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,40.0
Untraceable,2008,1,January,35.0,32.48,47.45,20.4,45.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,50.2
Midnight Run,1988,7,July,30.0,38.41,64.18,23.5,0.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,155.52
Diary of a Wimpy Kid: Rodrick Rules,2011,3,March,21.0,72.42,37.69,49.3,15.0,1,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,61.89
El Mariachi,1992,9,September,0.22,2.04,11.39,7.0,20.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,73.86
The Sisterhood of the Traveling Pants 2,2008,8,August,27.0,44.35,37.07,22.6,55.00000000000001,0,0.0,0,0,1,Independent,Comedy,0,0,0,21.52
The Kid,2000,7,July,65.0,69.7,70.65,72.1,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,200.81
"Run, Fatboy, Run",2007,9,September,10.0,33.0,23.87,6.6,35.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,0.12
Friday the 13th: The Final Chapter,1984,4,April,2.6,32.98,30.26,4.9,0.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Waiting...,2005,10,October,3.0,18.64,3.56,4.5,0.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Ghost and the Darkness,1996,10,October,50.0,75.0,54.15,41.4,0.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,60.6
Cradle 2 the Grave,2003,2,February,25.0,56.49,44.69,57.3,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,59.94
Sydney White,2007,9,September,16.5,13.62,19.7,6.6,35.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,10.13
Blow Out,1981,7,July,18.0,12.0,34.04,25.8,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,82.66
Conquest of the Planet of the Apes,1972,6,June,1.7,9.7,8.07,5.5,0.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,8.84
Sicko,2007,5,May,9.0,24.54,54.48,11.7,15.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,44.71
The Rainmaker,1997,11,November,40.0,45.92,45.08,19.4,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,93.35
The Right Stuff,1983,10,October,27.0,21.5,48.62,27.2,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,7.06
Valiant,2005,3,March,35.0,19.48,57.88,37.9,0.0,0,1.0,0,0,0,Mid-size Studio,Animation,0,0,0,51.75
Notes on a Scandal,2006,12,December,15.0,49.47,9.9,8.1,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Fair Game,2010,5,May,22.0,24.19,21.71,12.6,40.0,0,0.0,0,0,0,Mid-size Studio,Other,1,0,0,219.66
The Longest Day,1962,9,September,10.0,50.1,35.03,21.0,60.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,51.75
The Soloist,2009,4,April,60.0,31.72,41.05,29.2,25.0,0,1.0,0,1,0,Major Studio,Other,0,0,0,102.3
Flash Gordon,1980,9,September,35.0,27.11,34.11,14.0,20.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
My Name Is Khan,2010,2,February,12.0,42.35,33.55,13.5,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,17.0
Courage Under Fire,1996,7,July,46.0,100.86,65.57,62.8,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,172.43
The Young and Prodigious T.S. Spivet,2013,10,October,33.0,9.49,25.61,17.3,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,116.64
Super Mario Bros.,1993,5,May,48.0,20.92,40.16,24.4,0.0,0,1.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Jimmy Neutron: Boy Genius,2001,12,December,25.0,80.94,63.38,56.1,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,55.18
The Triplets of Belleville,2003,6,June,8.0,1.48,5.33,4.3,25.0,0,1.0,0,0,0,Mid-size Studio,Animation,0,0,0,51.75
Sling Blade,1996,8,August,1.0,24.48,18.44,5.3,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Wedding Date,2005,2,February,15.0,47.18,16.48,11.6,15.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Heaven is for Real,2014,4,April,12.0,101.33,21.55,25.8,40.0,1,0.0,0,0,0,Mid-size Studio,Other,0,0,0,87.46
Halloween III: Season of the Witch,1982,10,October,2.5,14.4,12.94,3.5,0.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
Osmosis Jones,2001,8,August,75.0,13.6,41.66,41.8,0.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,132.46
Halloween: Resurrection,2002,7,July,13.0,37.66,33.77,11.5,15.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Holy Motors,2012,7,July,,0.64,3.44,6.4,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Bad Company,2002,6,June,70.0,65.98,54.35,73.9,0.0,1,1.0,1,0,0,Mid-size Studio,Action,0,0,0,114.25
Ironclad,2011,3,March,25.0,,16.04,9.6,25.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,51.75
After the Sunset,2004,11,November,60.0,61.35,48.97,39.6,25.0,1,0.0,0,1,0,Major Studio,Action,0,0,0,278.37
The Squid and the Whale,2005,10,October,1.5,11.1,6.75,4.4,25.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,5.83
Creepshow,1982,11,November,8.0,21.03,20.69,8.3,0.0,0,0.0,0,1,0,Major Studio,Comedy,0,1,0,29.03
Observe and Report,2009,4,April,,24.01,8.61,10.0,25.0,0,,0,1,0,Major Studio,Comedy,0,0,0,51.75
Bringing Out the Dead,1999,10,October,32.0,,47.24,9.7,25.0,0,,0,1,0,Major Studio,Other,0,0,0,52.29
That Thing You Do!,1996,10,October,,34.59,21.15,7.5,25.0,0,,0,1,0,Major Studio,Comedy,0,0,0,36.16
Barnyard,2006,8,August,51.0,72.78,62.24,74.3,0.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,212.39
Deuce Bigalow: European Gigolo,2005,8,August,22.0,22.4,18.34,9.2,15.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Charlie Bartlett,2008,2,February,12.0,,22.44,8.8,40.0,0,,0,0,0,Mid-size Studio,Comedy,0,0,0,51.75
The Sentinel,2006,4,April,60.0,77.92,40.78,42.0,0.0,1,0.0,0,1,0,Major Studio,Action,0,0,0,116.64
Think Like a Man Too,2014,6,June,24.0,70.18,35.97,40.0,0.0,1,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,147.95
Guess Who,2005,3,March,35.0,68.92,48.38,43.9,0.0,1,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.37
Mandela: Long Walk to Freedom,2013,12,December,35.0,27.33,22.31,21.2,25.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
The Roommate,2011,2,February,16.0,40.49,19.99,11.0,40.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Hit & Run,2012,8,August,2.0,14.4,7.19,5.5,0.0,0,0.0,0,0,0,Mid-size Studio,Action,1,0,0,51.75
In the Name of the King: A Dungeon Siege Tale,2007,11,November,60.0,,41.56,23.4,25.0,0,,0,0,0,Mid-size Studio,Action,0,0,0,6.42
Deadfall,2012,11,November,12.0,0.07,1.28,9.9,40.0,0,1.0,0,0,0,Mid-size Studio,Other,0,0,0,0.02
Jaws: The Revenge,1987,7,July,23.0,51.88,22.27,10.1,15.0,1,0.0,0,1,0,Major Studio,Other,0,0,0,51.75
How Do You Know,2010,12,December,120.0,48.67,50.8,34.9,25.0,0,1.0,0,1,0,Major Studio,Comedy,1,0,0,184.61
Absolute Power,1997,2,February,50.0,50.07,62.48,32.2,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,129.58
Diary of a Wimpy Kid: Dog Days,2012,8,August,22.0,77.11,35.53,40.9,15.0,1,0.0,0,0,0,Mid-size Studio,Comedy,1,0,0,60.32
Date Movie,2006,2,February,20.0,48.55,38.92,32.9,15.0,0,0.0,0,0,0,Mid-size Studio,Comedy,0,0,0,66.54
Spy Kids: All the Time in the World,2011,8,August,27.0,85.56,66.32,57.7,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,68.29
Money Train,1995,11,November,60.0,35.43,55.88,21.8,0.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,51.75
Soldier,1998,10,October,75.0,14.57,15.69,16.4,0.0,0,1.0,0,1,0,Major Studio,Action,0,0,0,143.03
The Lunchbox,2013,9,September,1.0,4.24,11.15,3.1,45.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Howard the Duck,1986,8,August,37.0,37.96,35.41,19.3,0.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
Compliance,2012,8,August,,0.32,0.66,5.1,25.0,0,,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Are We There Yet?,2005,1,January,32.0,97.92,44.26,61.7,20.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,144.04
Confessions of a Teenage Drama Queen,2004,2,February,15.0,29.33,25.67,13.4,15.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,51.75
Mortal Kombat: Annihilation,1997,11,November,30.0,51.38,43.45,15.6,0.0,0,0.0,0,1,0,Major Studio,Action,0,0,0,255.27
Whiteout,2009,9,September,40.0,12.21,25.54,19.6,20.0,0,1.0,0,1,0,Major Studio,Action,0,1,0,192.14
Yogi Bear,2010,12,December,80.0,201.58,88.59,72.2,0.0,1,0.0,1,0,0,Mid-size Studio,Animation,0,0,0,101.7
Grandma's Boy,2006,1,January,,6.54,9.43,6.9,20.0,0,,0,1,0,Major Studio,Comedy,0,0,0,51.75
12 Rounds,2009,3,March,20.0,17.28,23.39,14.5,40.0,0,1.0,0,0,0,Mid-size Studio,Action,0,0,0,72.44
