budget,homepage,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_list,keywords_list,studios_list,actor_1,actor_2,actor_3,director,has_tagline,release_year,release_month
19500000.0,http://secretintheireyes.movie/,290751,en,Secret in Their Eyes,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",15.012237,2015-10-14,34854990.0,111.0,Released,The truth lies in the most unexpected places.,Secret in Their Eyes,6.2,336,Crime|Drama|Mystery,fbi|missing child,Ingenious Media|Gran Via Productions|IM Global|STX Entertainment|Route One Entertainment|Union Investment Partners|SITE Productions|Willie's Movies,Chiwetel Ejiofor,Nicole Kidman,Julia Roberts,Billy Ray,1,2015,10
10000000.0,,9952,en,Rescue Dawn,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,17.078656,2006-09-09,7177143.0,126.0,Released,A true story of survival... declassified.,Rescue Dawn,6.9,336,Adventure|Drama|War,war crimes|violence|laotian soldier|pipe smoking|rice paddy|letter from home|ant's nest|net fishing|dragging someone,Metro-Goldwyn-Mayer (MGM),Christian Bale,Steve Zahn,Marshall Bell,Werner Herzog,1,2006,9
1288000.0,,223,en,Rebecca,A self-conscious bride is tormented by the memory of her husband's dead first wife.,18.426825,1940-04-12,6000000.0,130.0,Released,The shadow of this woman darkened their love.,Rebecca,7.7,336,Drama|Mystery,monte carlo|based on novel|age difference|secret|obsession|bride|cornwall|love|suspense|rural setting|devotion|housekeeper|death|estate|costume party|film noir|second wife,Selznick International Pictures,Laurence Olivier,Joan Fontaine,George Sanders,Alfred Hitchcock,1,1940,4
40000000.0,,10336,en,Spawn,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons (Michael Jai White) makes a pact with the devil to be resurrected to see his beloved wife Wanda (Theresa Randle). In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",19.833664,1997-07-31,87840042.0,96.0,Released,Born in darkness. Sworn to justice.,Spawn,5.0,336,Action|Adventure|Fantasy|Horror|Science Fiction|Thriller,anti hero|secret agent|fistfight|based on comic book|burn victim,New Line Cinema|Pull Down Your Pants Pictures|Todd McFarlane Entertainment,Michael Jai White,Martin Sheen,John Leguizamo,Mark A.Z. Dippé,1,1997,7
90000000.0,,9890,en,The Stepford Wives,"What does it take to become a Stepford wife, a woman perfect beyond belief? Ask the Stepford husbands, who've created this high-tech, terrifying little town.",19.224754,2004-06-10,102000000.0,93.0,Released,The wives of Stepford have a secret.,The Stepford Wives,5.4,334,Action|Comedy|Science Fiction,android|housewife|transformation,Paramount Pictures|De Line Pictures|DreamWorks Pictures,Nicole Kidman,Matthew Broderick,Bette Midler,Frank Oz,1,2004,6
730000.0,,288,en,High Noon,High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.,18.644023,1952-03-27,8000000.0,85.0,Released,The story of a man who was too proud to run.,High Noon,7.6,334,Western,gunslinger|showdown|fistfight|morality|u.s. marshal|battle|justice|one against many|quick draw|brawl|street shootout,United Artists|Stanley Kramer Productions,Gary Cooper,Grace Kelly,Thomas Mitchell,Fred Zinnemann,1,1952,3
30000000.0,,4518,en,Elizabeth,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",14.179538,1998-09-13,82150642.0,124.0,Released,Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.,Elizabeth,7.1,334,Drama|History,duke|historical figure|treason|catholic|protestant,Channel Four Films|PolyGram Filmed Entertainment|Working Title Films,Cate Blanchett,Geoffrey Rush,Christopher Eccleston,Shekhar Kapur,1,1998,9
20000000.0,http://www.sonypictures.com/movies/reignoverme/index.html,2355,en,Reign Over Me,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,20.82778,2007-03-23,22222308.0,124.0,Released,Let in the unexpected.,Reign Over Me,7.1,334,Drama,confidence|trauma|leaving one's family|childhood memory|airplane|war on terror|music|loss of daughter|alone|cowardliness|family,Columbia Pictures|Happy Madison Productions|Sunlight Productions|Relativity Media|Madison 23,Adam Sandler,Don Cheadle,Jada Pinkett Smith,Mike Binder,1,2007,3
11000000.0,,12149,en,Frailty,"A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed ""demons.""",16.003958,2001-11-17,13110448.0,100.0,Released,No Soul Is Safe.,Frailty,7.0,334,Drama|Thriller|Crime,angel|sheriff|loss of mother|1970s|texas|dream|rose garden|grave|ax|insanity|murder|mechanic|vision|serial killer|punishment|demon|fbi agent|gloves|religious fanatic|remorse|flashback|forced to kill,Cinerenta Medienbeteiligungs KG|American Entertainment Partners L.P.|David Kirschner Productions,Bill Paxton,Matthew McConaughey,Powers Boothe,Bill Paxton,1,2001,11
9500000.0,,209403,en,Bad Words,"A misanthropic man sets out to exact revenge on his estranged father, by finding a loophole and attempting to win the National Spelling Bee as an adult. Figuring it would destroy his father, and everything he's worked so hard for as head of the Spelling Bee Championship Organization, Guy Trilby (Jason Bateman) eventually discovers winning isn't necessary for revenge, and that friendship is a blessing not a curse.",14.105392,2013-09-06,7800000.0,88.0,Released,The end justifies the means,Bad Words,6.4,334,Comedy,competition|satire|spelling bee|estranged father|unlikely friendship|anger issues,Darko Entertainment|Aggregate Film,Jason Bateman,Kathryn Hahn,Rohan Chand,Jason Bateman,1,2013,9
48000000.0,,1389,en,Out of Sight,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law. Variety hails Out of Sight as ""a sly, sexy, vastly entertaining film.""",16.000178,1998-06-26,77745568.0,123.0,Released,Opposites attract.,Out of Sight,6.5,333,Romance|Comedy|Crime,journalist|bedroom|purse|trunk|elmore leonard,Universal Pictures|Jersey Films,George Clooney,Jennifer Lopez,Ving Rhames,Steven Soderbergh,1,1998,6
27000000.0,http://www.mindhunters-thefilm.com/,16617,en,Mindhunters,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,17.193659,2004-05-07,21148829.0,106.0,Released,"For seven elite profilers, finding a serial killer is a process of elimination. Their own.",Mindhunters,6.3,333,Mystery|Thriller|Crime,fbi|island|serial killer|series of murders,Avenue Pictures Productions|Weed Road Pictures|Intermedia Films|Egmond Film & Television|Dimension Films|Outlaw Productions (I)|Mindhunters (UK) Limited|Mindhunters Productie BV|Tonna Oy|Outlaw Victoria Productions Inc.,LL Cool J,Jonny Lee Miller,Kathryn Morris,Renny Harlin,1,2004,5
45000000.0,http://www.bangkokdangerousmovie.net/,13184,en,Bangkok Dangerous,"When carrying out a hit, assassin Joe (Cage) always makes use of the knowledge of the local population. On arriving in Bangkok, Joe meets street kid Kong and he becomes his primary aide. But when Kong is nearly killed, he asks Joe to train him up in the deadly arts and unwittingly becomes a target of a band of killers.",14.813057,2008-08-21,42487390.0,99.0,Released,There's only one way out.,Bangkok Dangerous,5.0,332,Action|Crime|Thriller,assassin|asia|gun|deaf-mute|hitman|bangkok|thailand|strip club|apprentice|video surveillance|remake|murder|betrayal|mafia|shootout|boat chase|explosion|foot chase|killer|gunshot|flashback|motorcycle chase|crisis of conscience,Virtual Studios|Initial Entertainment Group|Saturn Films|International Production Company|Blue Star Pictures|Living Films|Bangkok Dangerous,Nicolas Cage,Shahkrit Yamnarm,Charlie Yeung,Danny Pang,1,2008,8
84000000.0,,12107,en,Nutty Professor II: The Klumps,"The hilarity begins when professor Sherman Klump finds romance with fellow DNA specialist, Denise Gaines, and discovers a brilliant formula that reverses aging. But Sherman's thin and obnoxious alter ego, Buddy Love, wants out...and a big piece of the action. And when Buddy gets loose, things get seriously nutty.",17.783361,2000-07-27,123307945.0,106.0,Released,The Klumps are back!,Nutty Professor II: The Klumps,4.7,332,Fantasy|Comedy|Romance|Science Fiction,alter ego|mad scientist|family|dean|duringcreditsstinger|research laboratory,Imagine Entertainment|Universal Pictures,Eddie Murphy,Janet Jackson,Larry Miller,Peter Segal,1,2000,7
40000000.0,http://www.escapeearthmovie.com/,68179,en,Escape from Planet Earth,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,18.14218,2013-02-14,74597643.0,89.0,Released,Earth's greatest secrets are about to break out!,Escape from Planet Earth,5.7,332,Animation|Comedy|Adventure|Family|Science Fiction,spaceship|alien|rescue|escape|planet|astronaut|Γη|mission control,"Rainmaker Entertainment|Mainframe Entertainment|Weinstein Company, The",Brendan Fraser,Rob Corddry,Ricky Gervais,Callan Brunker,1,2013,2
70000000.0,,6068,en,Six Days Seven Nights,"When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.",18.264635,1998-06-12,164000000.0,98.0,Released,"After this week in paradise, they’re going to need a vacation.",Six Days Seven Nights,5.6,332,Action|Adventure|Comedy|Romance,overleven|family guy,Caravan Pictures|Roger Birnbaum Productions|Northern Lights Entertainment|Touchstone Pictures,Harrison Ford,Anne Heche,David Schwimmer,Ivan Reitman,1,1998,6
,http://www.dogtooth.gr/,38810,el,Κυνόδοντας,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",28.858238,2009-06-01,110197.0,94.0,Released,The cat is the most feared animal there is!,Dogtooth,6.9,332,Drama,male nudity|female nudity|hostage|paranoia|dysfunctional family|unsimulated sex|incest|lesbian sex|mental illness|explicit sex|sexual awakening|fantasy world|isolated house|brother sister incest|home education|sister sister incest,Greek Film Center|Boo Productions|Horsefly Productions,Hristos Passalis,Angeliki Papoulia,Mary Tsoni,Yorgos Lanthimos,1,2009,6
80000000.0,,12193,en,Four Christmases,"Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.",19.500893,2008-11-26,163733697.0,88.0,Released,"His father, her mother, his mother and her father all in one day.",Four Christmases,5.3,331,Comedy|Romance|Drama,holiday|romantic comedy|dysfunctional family|christmas,New Line Cinema|Spyglass Entertainment|Type A Films|Ott Medien|Wild West Picture Show Productions,Vince Vaughn,Reese Witherspoon,Robert Duvall,Seth Gordon,1,2008,11
135000000.0,,10048,en,Stealth,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",17.88953,2005-07-28,76932943.0,121.0,Released,Fear The Sky,Stealth,4.9,331,Action,artificial intelligence|u.s. navy|aftercreditsstinger,Laura Ziskin Productions|Original Film|Columbia Pictures Corporation|Phoenix Pictures|AFG Talons Productions,Josh Lucas,Jessica Biel,Jamie Foxx,Rob Cohen,1,2005,7
17000000.0,https://www.warnerbros.com/running-scared,7304,en,Running Scared,"After a drug-op gone bad, Joey Gazelle is put in charge of disposing the gun that shot a dirty cop. But things goes wrong for Joey after the neighbor kid stole the gun and used it to shoot his abusive father. Now Joey has to find the kid and the gun before the police and the mob find them first.",19.311572,2006-01-06,9500000.0,122.0,Released,Every bullet leaves a trail.,Running Scared,7.0,331,Action|Crime|Drama|Thriller,ice hockey|racism|pedophile|throat slitting|shot in the stomach|head blown off|police investigation|pistol whip|shot in the shoulder|child uses gun|ankle holster|breaking finger,International Production Company|True Grit Productions|Zero Gravity Management|Pierce/Williams Entertainment,Paul Walker,Cameron Bright,Vera Farmiga,Wayne Kramer,1,2006,1
20000000.0,http://50shadesofblackmovie.com/,351819,en,Fifty Shades of Black,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,14.947588,2016-01-28,21164799.0,92.0,Released,Way shadier than gray.,Fifty Shades of Black,4.3,331,Romance|Comedy,sex|black|parody|spoof|millionaire,Open Road Films (II),Marlon Wayans,Kali Hawk,Fred Willard,Michael Tiddes,1,2016,1
63000000.0,http://www.iwantcandy.com/,50359,en,Hop,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",16.791058,2011-03-30,183953723.0,95.0,Released,"Candy, chicks and rock 'n' roll.",Hop,5.5,331,Animation|Comedy|Family,coup d'etat|slacker|easter|easter bunny|aftercreditsstinger|live action and animation,Universal Pictures|Illumination Entertainment,Russell Brand,James Marsden,Kaley Cuoco,Tim Hill,1,2011,3
30000000.0,,11400,en,The New World,A drama about explorer John Smith and the clash between Native Americans and English settlers in the 17th century.,19.106154,2005-12-25,30536013.0,135.0,Released,"Once discovered, it was changed forever.",The New World,6.4,330,Drama|History|Romance,chief|colonialism|new world,New Line Cinema|First Foot Films|Sunflower Productions|Sarah Green Film|The Virginia Company LLC,Colin Farrell,Q'orianka Kilcher,Christopher Plummer,Terrence Malick,1,2005,12
25000000.0,,2085,en,Romeo Must Die,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",19.750059,2000-03-20,91036760.0,115.0,Released,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",Romeo Must Die,6.0,330,Action|Crime|Thriller,martial arts|hip-hop|oakland|asian|asian man|asian lead,Silver Pictures|Warner Bros.,Jet Li,Aaliyah,Isaiah Washington,Andrzej Bartkowiak,1,2000,3
37000000.0,,10488,en,Nim's Island,A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,14.353279,2008-04-03,100076342.0,96.0,Released,Your adventure starts here.,Nim's Island,5.6,330,Adventure|Comedy|Family|Fantasy,fictional place|exotic island|shipwreck|cruise|volcano|e-mail|liana|daughter|turtle|author|talking animal|pirate|woman director|iguana|sea lion,Walden Media,Abigail Breslin,Jodie Foster,Gerard Butler,Jennifer Flackett,1,2008,4
12000000.0,,11601,en,Stir of Echoes,"After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.",6.044161,1999-09-10,21133087.0,99.0,Released,In every mind there is a door that should never be opened.,Stir of Echoes,6.5,330,Horror|Mystery|Thriller,secret|obsession|paranoia|grave|haunted house|hypnosis|tools|clairvoyance|murder|suspense|disappearance|psychic|cemetary|ghost|neighborhood|repressed memory|hearing voices,Artisan Entertainment,Kevin Bacon,Kathryn Erbe,Illeana Douglas,David Koepp,1,1999,9
1800000.0,http://thelastexorcism.com/,38358,en,The Last Exorcism,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",14.838986,2010-08-27,67738090.0,87.0,Released,Believe In Him.,The Last Exorcism,5.6,328,Horror|Drama|Thriller,exorcism|fraud|evil spirit|human sacrifice|mockumentary|preacher|satanic ritual|found footage|satanic cult,Strike Entertainment|StudioCanal|Arcade Pictures,Ashley Bell,Patrick Fabian,Iris Bahr,Daniel Stamm,1,2010,8
19000000.0,http://haroldandkumar.warnerbros.com,55465,en,A Very Harold & Kumar Christmas,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",17.971883,2011-11-04,35387212.0,108.0,Released,Christmas comes prematurely.,A Very Harold & Kumar Christmas,6.0,328,Comedy,holiday|indian lead|beer|christmas tree|cannabis|sequel|vulgarity|drug|asian|3d|beer pong,New Line Cinema|Mandate Pictures,Neil Patrick Harris,John Cho,Elias Koteas,Todd Strauss-Schulson,1,2011,11
73000000.0,,8688,en,Snake Eyes,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",20.790703,1998-08-07,103891409.0,98.0,Released,Believe everything except your eyes.,Snake Eyes,5.8,327,Crime|Mystery,casino|political activism|boxer|mission of murder|boxing match|suspense|police officer|witness to murder,Paramount Pictures|DeBart|Touchstone Pictures|Mel's Cite du Cinema,Nicolas Cage,Gary Sinise,John Heard,Brian De Palma,1,1998,8
28000000.0,http://noreservationsmovie.warnerbros.com/,3638,en,No Reservations,"Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry, Kate needs to look outside the kitchen to find true happiness.",15.794946,2007-07-25,92601050.0,104.0,Released,Life isn't always made to order.,No Reservations,6.1,327,Comedy,italy|competition|loss of mother|loss of sister|new love|cook|cooking|restaurant|bars and restaurants|mother role|funeral|kitchen|perfectionist,Village Roadshow Pictures|Castle Rock Entertainment|Warner Bros.|Storefront Pictures|WV Films III,Catherine Zeta-Jones,Aaron Eckhart,Abigail Breslin,Scott Hicks,1,2007,7
57000000.0,,9621,en,Elizabethtown,"Drew Baylor is fired after causing his shoe company to lose hundreds of millions of dollars. To make matters worse, he's also dumped by his girlfriend. On the verge of ending it all, Drew gets a new lease on life when he returns to his family's small Kentucky hometown after his father dies. Along the way, he meets a flight attendant with whom he falls in love.",22.894898,2005-10-06,52034889.0,123.0,Released,It's a heck of a place to find yourself,Elizabethtown,6.1,327,Comedy|Drama|Romance,suicide|hotel room|suicide attempt|new love|funeral|airplane|lovers|falling in love,Paramount Pictures|Cruise/Wagner Productions|Vinyl Films|KMP Film Invest,Orlando Bloom,Kirsten Dunst,Susan Sarandon,Cameron Crowe,1,2005,10
20000000.0,,9760,en,Epic Movie,"When Edward, Peter, Lucy and Susan each follow their own path, they end up finding themselves at Willy's Chocolate factory. Walking through a wardrobe, they discover the world of Gnarnia, which is ruled by the White Bitch. Meeting up with characters such as Harry Potter and Captain Jack Swallows, the newly reunited family must team up with Aslo, a wise-but-horny lion to stop the white bitch's army",6.064638,2007-01-25,86865564.0,86.0,Released,We know it's big. We measured.,Epic Movie,3.2,326,Action|Adventure|Comedy,,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|Paul Schiff Productions,Kal Penn,Adam Campbell,Jennifer Coolidge,Jason Friedberg,1,2007,1
25000000.0,,11699,en,The Bad Lieutenant: Port of Call - New Orleans,"Terrence McDonagh, a New Orleans Police sergeant, who starts out as a good cop, receiving a medal and a promotion to lieutenant for heroism during Hurricane Katrina. During his heroic act, McDonagh injures his back and later becomes addicted to prescription pain medication. McDonagh finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",17.339852,2009-09-11,10589102.0,122.0,Released,The only criminal he can't catch is himself.,The Bad Lieutenant: Port of Call - New Orleans,6.0,326,Drama|Crime,police brutality|organized crime|policeman|illegal drugs|murder investigation|corrupt cop,Saturn Films|Nu Image Films|Edward R. Pressman Film|Millennium Films|Polsky Films|Osiris Productions|Lieutenant Productions,Nicolas Cage,Eva Mendes,Val Kilmer,Werner Herzog,1,2009,9
25000000.0,,57431,en,The Sitter,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",19.428994,2011-12-09,34942188.0,81.0,Released,Worst. Babysitter. Ever.,The Sitter,5.4,325,Comedy,babysitter|duringcreditsstinger,Twentieth Century Fox Film Corporation|Michael De Luca Productions|Rough House Pictures,Sam Rockwell,Jonah Hill,Max Records,David Gordon Green,1,2011,12
35000000.0,,9541,en,Jersey Girl,"Ollie Trinke is a young, suave music publicist who seems to have it all, with a new wife and a baby on the way. But life deals him a bum hand when he's suddenly faced with single fatherhood, a defunct career and having to move in with his father. To bounce back, it takes a new love and the courage instilled in him by his daughter.",14.699342,2004-03-25,36098382.0,102.0,Released,He wanted it all...but he got more than he bargained for.,Jersey Girl,5.8,325,Comedy|Romance,yuppie|daughter|loss of wife,Miramax Films|Beverly Detroit|View Askew Productions|Close Call Films,Ben Affleck,Raquel Castro,Liv Tyler,Kevin Smith,1,2004,3
35000000.0,,11667,en,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,19.286099,1994-12-22,99423521.0,102.0,Released,The fight to save the world is on!,Street Fighter,4.1,325,Action|Adventure|Thriller,dictator|martial arts|hostage|liberation of hostage|hostage-taking|street fighter|united nations|based on video game,Universal Pictures|Capcom,Jean-Claude Van Damme,Raúl Juliá,Ming-Na Wen,Steven E. de Souza,1,1994,12
23000000.0,,10866,en,Joy Ride,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",11.183197,2001-10-05,36642838.0,97.0,Released,"It was just a joke, just for fun.",Joy Ride,6.3,325,Mystery|Thriller|Drama,colorado|friendship|stalker|pokies|truck driver|cb radio|strange,Regency Enterprises|Epsilon Motion Pictures|LivePlanet|New Regency Pictures|Bad Robot,Steve Zahn,Paul Walker,Leelee Sobieski,John Dahl,1,2001,10
777000.0,,838,en,American Graffiti,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,19.326115,1973-08-01,140000000.0,110.0,Released,Where were you in '62?,American Graffiti,6.9,324,Comedy|Drama,farewell|rock and roll|robbery|love at first sight|car race|radio station|car breakdown|vandalism|radio|radio presenter|airplane|car|child,Lucasfilm|Universal Pictures|The Coppola Company,Richard Dreyfuss,Ron Howard,Paul Le Mat,George Lucas,1,1973,8
12500000.0,,9504,en,Glengarry Glen Ross,"Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers.",13.939054,1992-09-15,10725228.0,100.0,Released,Lie. Cheat. Steal. All in a day’s work.,Glengarry Glen Ross,7.5,323,Crime|Drama|Mystery,robbery|office|shop|estate agent|company|contest|cowardliness|cult film|real estate|pressure|neo-noir,New Line Cinema|GGR|Zupnik Cinema Group II,Al Pacino,Jack Lemmon,Alec Baldwin,James Foley,1,1992,9
12000000.0,,11202,en,Patton,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",21.933822,1970-01-25,89800000.0,172.0,Released,The Rebel Warrior,Patton,7.3,323,Drama|History|War,general|world war ii|normandy|biography|historical figure|d-day|dead soldier|tank|steel helmet|destiny|allies,Twentieth Century Fox Film Corporation,George C. Scott,Karl Malden,Stephen Young,Franklin J. Schaffner,1,1970,1
32000000.0,,9294,en,Phenomenon,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",15.039407,1996-07-05,152036382.0,123.0,Released,Some things in life just can't be explained.,Phenomenon,6.2,323,Drama|Fantasy|Romance|Science Fiction,brain tumor|telekinesis|genius|terminal illness|doctor|psionic power,Touchstone Pictures,John Travolta,Kyra Sedgwick,Forest Whitaker,Jon Turteltaub,1,1996,7
21000000.0,,2001,en,We Own the Night,A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,14.518708,2007-05-25,54926886.0,117.0,Released,Two brothers on opposite sides of the law. Beyond their differences lies loyalty.,We Own the Night,6.5,323,Drama|Crime|Thriller,new york|father son relationship|nightclub|gangster,Columbia Pictures|Industry Entertainment|2929 Productions,Joaquin Phoenix,Eva Mendes,Alex Veadov,James Gray,1,2007,5
18000000.0,,302688,en,My Big Fat Greek Wedding 2,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""",16.027955,2016-03-23,88923251.0,94.0,Released,People change. Greeks don't.,My Big Fat Greek Wedding 2,5.5,322,Romance|Comedy|Family,comedy|wedding,Universal Pictures|Playtone|HBO Films|Gold Circle Films,John Corbett,Elena Kampouris,Nia Vardalos,Kirk Jones,1,2016,3
4500000.0,,13342,en,Fast Times at Ridgemont High,"Follows a group of high school students growing up in southern California, based on the real-life adventures chronicled by Cameron Crowe. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. The center of the film is held by Jeff Spicoli, a perpetually stoned surfer dude who faces off with the resolute Mr. Hand, who is convinced that everyone is on dope.",20.403344,1982-08-13,27092880.0,90.0,Released,"Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?",Fast Times at Ridgemont High,7.0,322,Comedy,sex|based on novel|nudity|friendship|high school|shopping mall|bikini|bong|teacher|coming of age|marijuana|loss of virginity|drug humor|teen movie|rock 'n' roll|stoner|irreverence|teen comedy|dream sequence|convenience store|teenage pregnancy|woman director|abortion|surfer dude,Universal Pictures|Refugee Films,Sean Penn,Jennifer Jason Leigh,Judge Reinhold,Amy Heckerling,1,1982,8
35000000.0,http://www.theyoungvictoriamovie.com/,18320,en,The Young Victoria,"From Academy Award® winners Graham King and Martin Scorsese, along with the makers of Gosford Park and The Departed, comes the story of Queen Victoria’s early rise to power. From an object of a royal power-struggle to her romantic courtship and legendary marriage to Prince Albert, Emily Blunt (The Devil Wears Prada) gives a stunning performance as the young Victoria. Packed with drama, romance, breath-taking cinematography, lavish costumes and featuring an outstanding British cast including Jim Broadbent, Harriet Walter, Mark Strong, Paul Bettany, Miranda Richardson, and Rupert Friend, The Young Victoria has captivated British audiences, and is the film that Company magazine called “an epic British film, which will sweep you up in her remarkable story.”",16.343317,2009-03-04,27409889.0,105.0,Released,Love rules all.,The Young Victoria,7.0,322,Drama|History|Romance,royal family|biography|royalty|period drama|queen victoria|prince albert|19th century|british monarchy,GK Films,Emily Blunt,Jim Broadbent,Mark Strong,Jean-Marc Vallée,1,2009,3
8000000.0,,2619,en,Splash,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",21.735068,1984-03-09,69821334.0,111.0,Released,Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!,Splash,6.1,321,Comedy|Fantasy|Romance,bachelor|mermaid,Touchstone Pictures,Tom Hanks,Daryl Hannah,Eugene Levy,Ron Howard,1,1984,3
60000000.0,http://www.mycityscreams.com/,8285,en,The Spirit,"Down these mean streets a man must come. A hero born, murdered, and born again. When a Rookie cop named Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces from the shadows of Central City, the Octopus who kills anyone unfortunate enough to see his face who has other plans. He's going to wipe out the entire city.",14.84856,2008-12-25,39031337.0,103.0,Released,I'm gonna kill you all kinds of dead.,The Spirit,4.7,320,Action|Comedy|Thriller|Crime|Science Fiction,secret identity|robber|mask|frog|based on comic strip|back from the dead,DC Comics|Lionsgate|Odd Lot Entertainment|Media Magik Entertainment|Dark Lot Entertainment|Continental Entertainment Group (CEG),Gabriel Macht,Scarlett Johansson,Samuel L. Jackson,Frank Miller,1,2008,12
